x,u
9.9,2.52179e-32
9.95,5.07987e-32
10,9.69452e-32
10.05,1.93803e-31
10.1,3.69948e-31
10.15,7.34185e-31
10.2,1.40084e-30
10.25,2.76064e-30
10.3,5.26153e-30
10.35,1.02991e-29
10.4,1.95957e-29
10.45,3.8107e-29
10.5,7.23422e-29
10.55,1.39789e-28
10.6,2.64651e-28
10.65,5.0822e-28
10.7,9.59143e-28
10.75,1.83067e-27
10.8,3.44276e-27
10.85,6.53164e-27
10.9,1.22359e-26
10.95,2.30767e-26
11,4.30508e-26
11.05,8.07159e-26
11.1,1.49916e-25
11.15,2.79438e-25
11.2,5.16606e-25
11.25,9.57336e-25
11.3,1.76132e-24
11.35,3.24502e-24
11.4,5.94045e-24
11.45,1.08811e-23
11.5,1.98169e-23
11.55,3.60879e-23
11.6,6.5378e-23
11.65,1.18365e-22
11.7,2.1328e-22
11.75,3.83886e-22
11.8,6.87924e-22
11.85,1.23096e-21
11.9,2.19358e-21
11.95,3.90209e-21
12,6.91423e-21
12.05,1.22269e-20
12.1,2.15411e-20
12.15,3.78663e-20
12.2,6.63254e-20
12.25,1.15896e-19
12.3,2.01809e-19
12.35,3.50522e-19
12.4,6.06753e-19
12.45,1.04751e-18
12.5,1.8024e-18
12.55,3.0928e-18
12.6,5.28958e-18
12.65,9.02113e-18
12.7,1.5335e-17
12.75,2.59923e-17
12.8,4.39135e-17
12.85,7.39717e-17
12.9,1.24202e-16
12.95,2.07914e-16
13,3.46926e-16
13.05,5.77115e-16
13.1,9.56941e-16
13.15,1.58184e-15
13.2,2.60635e-15
13.25,4.28098e-15
13.3,7.00879e-15
13.35,1.14384e-14
13.4,1.86069e-14
13.45,3.01712e-14
13.5,4.87629e-14
13.55,7.85564e-14
13.6,1.26138e-13
13.65,2.0188e-13
13.7,3.22034e-13
13.75,5.12015e-13
13.8,8.11367e-13
13.85,1.28148e-12
13.9,2.0172e-12
13.95,3.16471e-12
14,4.94827e-12
14.05,7.71095e-12
14.1,1.19753e-11
14.15,1.85348e-11
14.2,2.85893e-11
14.25,4.39469e-11
14.3,6.73219e-11
14.35,1.02774e-10
14.4,1.56351e-10
14.45,2.3703e-10
14.5,3.58084e-10
14.55,5.39065e-10
14.6,8.08656e-10
14.65,1.20878e-09
14.7,1.80047e-09
14.75,2.67221e-09
14.8,3.95181e-09
14.85,5.82315e-09
14.9,8.54962e-09
14.95,1.25071e-08
15,1.82298e-08
15.05,2.64736e-08
15.1,3.8304e-08
15.15,5.52166e-08
15.2,7.93014e-08
15.25,1.13467e-07
15.3,1.61745e-07
15.35,2.29697e-07
15.4,3.24965e-07
15.45,4.58001e-07
15.5,6.43038e-07
15.55,8.99373e-07
15.6,1.25305e-06
15.65,1.73905e-06
15.7,2.40418e-06
15.75,3.31071e-06
15.8,4.54117e-06
15.85,6.20438e-06
15.9,8.44313e-06
15.95,1.14439e-05
16,1.54491e-05
16.05,2.07722e-05
16.1,2.78163e-05
16.15,3.70976e-05
16.2,4.92736e-05
16.25,6.5177e-05
16.3,8.58571e-05
16.35,0.000112629
16.4,0.000147132
16.45,0.000191397
16.5,0.000247929
16.55,0.000319794
16.6,0.000410729
16.65,0.000525256
16.7,0.000668818
16.75,0.000847918
16.8,0.00107028
16.85,0.00134503
16.9,0.00168283
16.95,0.0020961
17,0.00259919
17.05,0.00320852
17.1,0.00394277
17.15,0.00482297
17.2,0.00587262
17.25,0.00711773
17.3,0.00858679
17.35,0.0103107
17.4,0.0123224
17.45,0.014657
17.5,0.0173509
17.55,0.0204414
17.6,0.0239662
17.65,0.0279624
17.7,0.0324653
17.75,0.0375078
17.8,0.0431187
17.85,0.0493216
17.9,0.0561334
17.95,0.0635629
18,0.0716091
18.05,0.0802602
18.1,0.089492
18.15,0.099267
18.2,0.109533
18.25,0.120225
18.3,0.13126
18.35,0.142543
18.4,0.153964
18.45,0.165401
18.5,0.176722
18.55,0.187785
18.6,0.198443
18.65,0.208549
18.7,0.217954
18.75,0.226516
18.8,0.234102
18.85,0.240592
18.9,0.245882
18.95,0.249891
19,0.252559
19.05,0.253854
19.1,0.253771
19.15,0.252337
19.2,0.249604
19.25,0.245658
19.3,0.240608
19.35,0.234592
19.4,0.22777
19.45,0.220317
19.5,0.212428
19.55,0.204305
19.6,0.196156
19.65,0.188191
19.7,0.180617
19.75,0.17363
19.8,0.167418
19.85,0.162154
19.9,0.157993
19.95,0.155069
20,0.1535
20.05,0.153377
20.1,0.154776
20.15,0.157746
20.2,0.162322
20.25,0.168514
20.3,0.17632
20.35,0.185719
20.4,0.196677
20.45,0.209145
20.5,0.223067
20.55,0.238372
20.6,0.254983
20.65,0.272813
20.7,0.291769
20.75,0.31175
20.8,0.332648
20.85,0.354349
20.9,0.376733
20.95,0.399673
21,0.423036
21.05,0.446685
21.1,0.470477
21.15,0.494263
21.2,0.517891
21.25,0.541205
21.3,0.564049
21.35,0.586264
21.4,0.60769
21.45,0.628172
21.5,0.647555
21.55,0.665691
21.6,0.682438
21.65,0.697661
21.7,0.711236
21.75,0.72305
21.8,0.733002
21.85,0.741006
21.9,0.746993
21.95,0.750906
22,0.752709
22.05,0.752383
22.1,0.749926
22.15,0.745354
22.2,0.738703
22.25,0.730025
22.3,0.719387
22.35,0.706876
22.4,0.692591
22.45,0.676645
22.5,0.659163
22.55,0.64028
22.6,0.62014
22.65,0.598895
22.7,0.576699
22.75,0.553711
22.8,0.53009
22.85,0.505996
22.9,0.481584
22.95,0.457007
23,0.43241
23.05,0.407934
23.1,0.383708
23.15,0.359855
23.2,0.336486
23.25,0.313701
23.3,0.29159
23.35,0.27023
23.4,0.249688
23.45,0.230017
23.5,0.211262
23.55,0.193453
23.6,0.176613
23.65,0.160753
23.7,0.145875
23.75,0.131974
23.8,0.119035
23.85,0.107039
23.9,0.0959591
23.95,0.0857636
24,0.076417
24.05,0.0678806
24.1,0.0601128
24.15,0.0530702
24.2,0.0467084
24.25,0.0409823
24.3,0.035847
24.35,0.031258
24.4,0.0271719
24.45,0.0235464
24.5,0.020341
24.55,0.0175171
24.6,0.0150381
24.65,0.0128694
24.7,0.0109788
24.75,0.00933649
24.8,0.0079148
24.85,0.00668838
24.9,0.0056341
24.95,0.00473094
25,0.00395993
