x,u
9.3,1.22685e-52
9.35,4.54765e-53
9.4,1.67848e-53
9.45,6.16852e-54
9.5,2.25724e-54
9.55,8.22448e-55
9.6,2.9838e-55
9.65,1.07786e-55
9.7,3.87689e-56
9.75,1.38846e-56
9.8,4.95121e-57
9.85,1.75799e-57
9.9,6.21513e-58
9.95,2.18795e-58
10,7.67584e-59
10.05,2.71121e-59
10.1,1.08687e-59
10.15,1.01545e-59
10.2,3.14739e-59
10.25,1.32059e-58
10.3,5.65846e-58
10.35,2.40793e-57
10.4,1.01539e-56
10.45,4.24211e-56
10.5,1.75587e-55
10.55,7.20054e-55
10.6,2.92549e-54
10.65,1.17759e-53
10.7,4.69631e-53
10.75,1.85559e-52
10.8,7.26398e-52
10.85,2.81729e-51
10.9,1.08257e-50
10.95,4.12143e-50
11,1.55455e-49
11.05,5.80939e-49
11.1,2.15091e-48
11.15,7.89006e-48
11.2,2.8675e-47
11.25,1.03251e-46
11.3,3.68339e-46
11.35,1.30186e-45
11.4,4.55875e-45
11.45,1.58157e-44
11.5,5.43615e-44
11.55,1.8512e-43
11.6,6.24559e-43
11.65,2.08761e-42
11.7,6.91321e-42
11.75,2.2681e-41
11.8,7.37219e-41
11.85,2.37399e-40
11.9,7.5737e-40
11.95,2.39377e-39
12,7.49544e-39
12.05,2.32516e-38
12.1,7.14569e-38
12.15,2.17556e-37
12.2,6.5619e-37
12.25,1.96073e-36
12.3,5.80405e-36
12.35,1.70203e-35
12.4,4.94454e-35
12.45,1.42299e-34
12.5,4.05686e-34
12.55,1.14575e-33
12.6,3.20553e-33
12.65,8.88412e-33
12.7,2.43911e-32
12.75,6.63355e-32
12.8,1.78714e-31
12.85,4.76937e-31
12.9,1.26083e-30
12.95,3.30169e-30
13,8.56448e-30
13.05,2.20063e-29
13.1,5.60108e-29
13.15,1.41212e-28
13.2,3.52653e-28
13.25,8.72359e-28
13.3,2.13753e-27
13.35,5.18798e-27
13.4,1.24725e-26
13.45,2.97012e-26
13.5,7.00587e-26
13.55,1.63688e-25
13.6,3.7883e-25
13.65,8.68444e-25
13.7,1.97204e-24
13.75,4.43578e-24
13.8,9.88355e-24
13.85,2.1815e-23
13.9,4.76986e-23
13.95,1.0332e-22
14,2.21724e-22
14.05,4.71427e-22
14.1,9.93181e-22
14.15,2.07347e-21
14.2,4.29025e-21
14.25,8.79944e-21
14.3,1.78942e-20
14.35,3.60893e-20
14.4,7.22118e-20
14.45,1.43417e-19
14.5,2.82887e-19
14.55,5.54571e-19
14.6,1.08151e-18
14.65,2.10047e-18
14.7,4.06813e-18
14.75,7.8695e-18
14.8,1.52315e-17
14.85,2.95544e-17
14.9,5.76021e-17
14.95,1.12981e-16
15,2.23365e-16
15.05,4.45603e-16
15.1,8.97477e-16
15.15,1.82455e-15
15.2,3.74092e-15
15.25,7.72475e-15
15.3,1.60363e-14
15.35,3.34038e-14
15.4,6.96789e-14
15.45,1.45284e-13
15.5,3.02287e-13
15.55,6.2673e-13
15.6,1.29321e-12
15.65,2.65309e-12
15.7,5.40722e-12
15.75,1.09408e-11
15.8,2.1966e-11
15.85,4.37419e-11
15.9,8.63668e-11
15.95,1.69038e-10
16,3.27881e-10
16.05,6.30188e-10
16.1,1.20001e-09
16.15,2.26367e-09
16.2,4.22971e-09
16.25,7.82785e-09
16.3,1.43475e-08
16.35,2.60428e-08
16.4,4.68113e-08
16.45,8.33187e-08
16.5,1.46839e-07
16.55,2.56229e-07
16.6,4.42673e-07
16.65,7.5716e-07
16.7,1.2821e-06
16.75,2.14918e-06
16.8,3.56629e-06
16.85,5.85786e-06
16.9,9.52402e-06
16.95,1.53265e-05
17,2.44111e-05
17.05,3.84802e-05
17.1,6.00305e-05
17.15,9.26775e-05
17.2,0.000141587
17.25,0.000214044
17.3,0.000320176
17.35,0.000473875
17.4,0.000693917
17.45,0.00100531
17.5,0.00144084
17.55,0.00204285
17.6,0.00286512
17.65,0.00397475
17.7,0.005454
17.75,0.00740178
17.8,0.00993459
17.85,0.0131866
17.9,0.0173085
17.95,0.0224651
18,0.0288305
18.05,0.0365819
18.1,0.0458907
18.15,0.0569117
18.2,0.0697703
18.25,0.0845481
18.3,0.101269
18.35,0.119882
18.4,0.140254
18.45,0.162155
18.5,0.185254
18.55,0.209122
18.6,0.233236
18.65,0.256996
18.7,0.279746
18.75,0.3008
18.8,0.319475
18.85,0.335132
18.9,0.347205
18.95,0.35524
19,0.358924
19.05,0.358104
19.1,0.352802
19.15,0.343213
19.2,0.3297
19.25,0.31277
19.3,0.293048
19.35,0.27124
19.4,0.248097
19.45,0.224376
19.5,0.2008
19.55,0.178033
19.6,0.15665
19.65,0.137125
19.7,0.119821
19.75,0.10499
19.8,0.0927805
19.85,0.0832526
19.9,0.07639
19.95,0.0721204
20,0.0703324
20.05,0.0708928
20.1,0.0736609
20.15,0.0784995
20.2,0.0852837
20.25,0.0939058
20.3,0.104277
20.35,0.116329
20.4,0.13001
20.45,0.145281
20.5,0.162114
20.55,0.180487
20.6,0.200376
20.65,0.221756
20.7,0.244591
20.75,0.268835
20.8,0.294428
20.85,0.321291
20.9,0.349327
20.95,0.37842
21,0.408432
21.05,0.439202
21.1,0.470552
21.15,0.502282
21.2,0.534173
21.25,0.565994
21.3,0.597495
21.35,0.62842
21.4,0.658501
21.45,0.68747
21.5,0.715057
21.55,0.740997
21.6,0.765033
21.65,0.78692
21.7,0.806431
21.75,0.823358
21.8,0.837519
21.85,0.848758
21.9,0.85695
21.95,0.862002
22,0.863857
22.05,0.862492
22.1,0.85792
22.15,0.850191
22.2,0.839388
22.25,0.825629
22.3,0.809063
22.35,0.789866
22.4,0.768242
22.45,0.744414
22.5,0.718625
22.55,0.691132
22.6,0.662199
22.65,0.632098
22.7,0.601102
22.75,0.56948
22.8,0.537494
22.85,0.505399
22.9,0.473433
22.95,0.44182
23,0.410766
23.05,0.380456
23.1,0.351054
23.15,0.322703
23.2,0.295522
23.25,0.269608
23.3,0.245038
23.35,0.221865
23.4,0.200124
23.45,0.17983
23.5,0.160982
23.55,0.143563
23.6,0.127544
23.65,0.112883
23.7,0.0995272
23.75,0.0874187
23.8,0.0764916
23.85,0.0666758
23.9,0.0578986
23.95,0.0500854
24,0.0431615
24.05,0.0370531
24.1,0.0316878
24.15,0.0269961
24.2,0.0229112
24.25,0.0193701
24.3,0.0163138
24.35,0.0136871
24.4,0.0114394
24.45,0.00952427
24.5,0.00789935
24.55,0.00652654
24.6,0.00537162
24.65,0.00440411
24.7,0.003597
24.75,0.00292651
24.8,0.00237185
24.85,0.00191492
24.9,0.00154006
24.95,0.00123382
25,0.000984662
