x,u
19.9,0.0117539
19.95,0.0138194
20,0.0166715
20.05,0.0203092
20.1,0.0247771
20.15,0.0301518
20.2,0.0365332
20.25,0.0440379
20.3,0.0527937
20.35,0.0629362
20.4,0.0746047
20.45,0.0879388
20.5,0.103075
20.55,0.120141
20.6,0.139255
20.65,0.160518
20.7,0.18401
20.75,0.209785
20.8,0.237868
20.85,0.268247
20.9,0.300873
20.95,0.335655
21,0.372454
21.05,0.411087
21.1,0.45132
21.15,0.492874
21.2,0.535423
21.25,0.578598
21.3,0.621991
21.35,0.665162
21.4,0.707646
21.45,0.748959
21.5,0.788609
21.55,0.826103
21.6,0.860962
21.65,0.892727
21.7,0.92097
21.75,0.945305
21.8,0.965395
21.85,0.980961
21.9,0.991788
21.95,0.997731
22,0.998715
22.05,0.994741
22.1,0.985882
22.15,0.972282
22.2,0.954154
22.25,0.931772
22.3,0.905463
22.35,0.875605
22.4,0.842611
22.45,0.806925
22.5,0.76901
22.55,0.729338
22.6,0.68838
22.65,0.646601
22.7,0.604445
22.75,0.562336
22.8,0.520663
22.85,0.479784
22.9,0.440014
22.95,0.401628
23,0.364857
23.05,0.329888
23.1,0.296865
23.15,0.265893
23.2,0.237035
23.25,0.21032
23.3,0.185743
23.35,0.163274
23.4,0.142855
23.45,0.124408
23.5,0.107842
23.55,0.0930483
23.6,0.0799133
23.65,0.0683159
23.7,0.0581326
23.75,0.0492399
23.8,0.0415162
23.85,0.0348436
23.9,0.0291097
23.95,0.0242083
24,0.0200404
24.05,0.0165146
24.1,0.0135472
24.15,0.0110626
24.2,0.00899273
24.25,0.00727706
24.3,0.00586211
24.35,0.00470097
24.4,0.00375283
24.45,0.00298245
24.5,0.00235956
24.55,0.00185838
24.6,0.0014571
24.65,0.00113735
24.7,0.000883798
24.75,0.000683706
24.8,0.000526556
24.85,0.000403721
24.9,0.000308164
24.95,0.000234179
25,0.000177167
