x,u
0,0
0.05,0.00729577
0.1,0.0152938
0.15,0.0245265
0.2,0.0352019
0.25,0.0470874
0.3,0.0594694
0.35,0.0712209
0.4,0.0809903
0.45,0.0874818
0.5,0.0897594
0.55,0.0874818
0.6,0.0809903
0.65,0.0712209
0.7,0.0594694
0.75,0.0470874
0.8,0.0352019
0.85,0.0245265
0.9,0.0152938
0.95,0.00729577
1,0
