x,u
6.85,-3.47693e-05
6.9,-6.16485e-12
6.95,3.47693e-05
7,6.16485e-12
7.05,-3.47693e-05
7.1,-6.16485e-12
7.15,3.47693e-05
7.2,6.16485e-12
7.25,-3.47693e-05
7.3,-6.16485e-12
7.35,3.47693e-05
7.4,6.16485e-12
7.45,-3.47693e-05
7.5,-6.16485e-12
7.55,3.47693e-05
7.6,6.16485e-12
7.65,-3.47693e-05
7.7,-6.16485e-12
7.75,3.47693e-05
7.8,6.16485e-12
7.85,-3.47693e-05
7.9,-6.16485e-12
7.95,3.47693e-05
8,6.16485e-12
8.05,-3.47693e-05
8.1,-8.63265e-12
8.15,3.47693e-05
8.2,1.31053e-11
8.25,-3.47693e-05
8.3,-1.80256e-12
8.35,3.47694e-05
8.4,2.97744e-11
8.45,-3.47693e-05
8.5,3.80145e-11
8.55,3.47694e-05
8.6,1.22856e-10
8.65,-3.47692e-05
8.7,2.50954e-10
8.75,3.47697e-05
8.8,5.99532e-10
8.85,-3.47685e-05
8.9,1.29625e-09
8.95,3.47713e-05
9,2.93849e-09
9.05,-3.47644e-05
9.1,1.11964e-08
9.15,3.48098e-05
9.2,1.87445e-07
9.25,-3.38872e-05
9.3,3.85823e-06
9.35,5.00395e-05
9.4,5.42195e-05
9.45,0.000137185
9.5,0.000485224
9.55,0.00124742
9.6,0.00266723
9.65,0.00508067
9.7,0.00842908
9.75,0.011657
9.8,0.0126722
9.85,0.00915342
9.9,6.70589e-05
9.95,-0.0127494
10,-0.024366
10.05,-0.0291106
10.1,-0.0243994
10.15,-0.0127466
10.2,0.000106234
10.25,0.00915965
10.3,0.0126458
10.35,0.0116679
10.4,0.00847777
10.45,0.00509824
10.5,0.00265441
10.55,0.00127462
10.6,0.000553426
10.65,0.000178006
10.7,6.89618e-05
10.75,0.000109702
10.8,0.000110061
10.85,5.10881e-05
10.9,6.58482e-05
10.95,0.000152729
11,0.000172318
11.05,0.000124577
11.1,0.000148573
11.15,0.000244252
11.2,0.000272416
11.25,0.000232863
11.3,0.000264378
11.35,0.000366568
11.4,0.000399857
11.45,0.000363635
11.5,0.00039626
11.55,0.000496906
11.6,0.000525571
11.65,0.000481247
11.7,0.000501939
11.75,0.000586533
11.8,0.000594827
11.85,0.000525722
11.9,0.000517257
11.95,0.0005685
12,0.000539585
12.05,0.000429915
12.1,0.000378199
12.15,0.000384333
12.2,0.000309435
12.25,0.000154017
12.3,5.80009e-05
12.35,2.25678e-05
12.4,-8.98556e-05
12.45,-0.000277462
12.5,-0.000399099
12.55,-0.000452472
12.6,-0.000574198
12.65,-0.000761725
12.7,-0.000873397
12.75,-0.000906693
12.8,-0.000998305
12.85,-0.00114606
12.9,-0.00120898
12.95,-0.00118554
13,-0.00121367
13.05,-0.00129266
13.1,-0.00128321
13.15,-0.00118554
13.2,-0.00113945
13.25,-0.00114606
13.3,-0.00106784
13.35,-0.000906693
13.4,-0.000803858
13.45,-0.000761725
13.5,-0.000643737
13.55,-0.000452472
13.6,-0.00032956
13.65,-0.000277462
13.7,-0.000159394
13.75,2.25678e-05
13.8,0.00012754
13.85,0.000154017
13.9,0.000239896
13.95,0.000384333
14,0.000447738
14.05,0.000429915
14.1,0.000470046
14.15,0.0005685
14.2,0.000586796
14.25,0.000525722
14.3,0.000525288
14.35,0.000586533
14.4,0.000571478
14.45,0.000481247
14.5,0.000456032
14.55,0.000496906
14.6,0.000465799
14.65,0.000363635
14.7,0.000330318
14.75,0.000366568
14.8,0.000333917
14.85,0.000232863
14.9,0.000202877
14.95,0.000244252
15,0.000218111
15.05,0.000124576
15.1,0.000102775
15.15,0.000152698
15.2,0.000135212
15.25,5.02237e-05
15.3,3.66892e-05
15.35,9.4468e-05
15.4,8.43312e-05
15.45,6.1221e-06
15.5,-1.23837e-06
15.55,6.20977e-05
15.6,5.69084e-05
15.65,-1.69414e-05
15.7,-2.04981e-05
15.75,4.61263e-05
15.8,4.37542e-05
15.85,-2.77024e-05
15.9,-2.9243e-05
15.95,3.90661e-05
16,3.8091e-05
16.05,-3.22161e-05
16.1,-3.28179e-05
16.15,3.62525e-05
16.2,3.58902e-05
16.25,-3.3927e-05
16.3,-3.41398e-05
16.35,3.52372e-05
16.4,3.51151e-05
16.45,-3.45152e-05
16.5,-3.45836e-05
16.55,3.49044e-05
16.6,3.4867e-05
16.65,-3.46991e-05
16.7,-3.47192e-05
16.75,3.48051e-05
16.8,3.47946e-05
16.85,-3.47516e-05
16.9,-3.47569e-05
16.95,3.4778e-05
17,3.47754e-05
17.05,-3.47652e-05
17.1,-3.47665e-05
17.15,3.47713e-05
17.2,3.47707e-05
17.25,-3.47683e-05
17.3,-3.47685e-05
17.35,3.47701e-05
17.4,3.47702e-05
17.45,-3.47682e-05
17.5,-3.47677e-05
17.55,3.47718e-05
17.6,3.47731e-05
17.65,-3.47635e-05
17.7,-3.47604e-05
17.75,3.47831e-05
17.8,3.47903e-05
17.85,-3.47375e-05
17.9,-3.47212e-05
17.95,3.48419e-05
18,3.48791e-05
18.05,-3.45986e-05
18.1,-3.44698e-05
18.15,3.54774e-05
18.2,3.71835e-05
18.25,-2.48391e-05
18.3,6.54578e-06
18.35,0.000196088
18.4,0.000611754
18.45,0.00184123
18.5,0.00549531
18.55,0.0147967
18.6,0.0356911
18.65,0.0778431
18.7,0.153661
18.75,0.273893
18.8,0.440211
18.85,0.637575
18.9,0.831547
18.95,0.975721
19,1.02923
19.05,0.97576
19.1,0.8317
19.15,0.637853
19.2,0.440563
19.25,0.274344
19.3,0.154313
19.35,0.0787422
19.4,0.0368232
19.45,0.0162329
19.5,0.00739378
19.55,0.00431177
19.6,0.00371969
19.65,0.00410602
19.7,0.00498751
19.75,0.00626743
19.8,0.00785873
19.85,0.00972811
19.9,0.0120025
19.95,0.0148206
20,0.0181911
20.05,0.0221316
20.1,0.0268076
20.15,0.0323931
20.2,0.038931
20.25,0.0464715
20.3,0.0552096
20.35,0.0653452
20.4,0.0769411
20.45,0.0900604
20.5,0.104902
20.55,0.12166
20.6,0.140377
20.65,0.161084
20.7,0.183933
20.75,0.209051
20.8,0.236402
20.85,0.265916
20.9,0.297629
20.95,0.331535
21,0.36745
21.05,0.405142
21.1,0.444474
21.15,0.485262
21.2,0.527138
21.25,0.56969
21.3,0.612604
21.35,0.655531
21.4,0.697954
21.45,0.739333
21.5,0.779253
21.55,0.817295
21.6,0.852906
21.65,0.885545
21.7,0.914838
21.75,0.940446
21.8,0.961935
21.85,0.978925
21.9,0.991235
21.95,0.998752
22,1.00129
22.05,0.998752
22.1,0.991235
22.15,0.978925
22.2,0.961935
22.25,0.940446
22.3,0.914838
22.35,0.885545
22.4,0.852906
22.45,0.817295
22.5,0.779253
22.55,0.739333
22.6,0.697954
22.65,0.655531
22.7,0.612604
22.75,0.56969
22.8,0.527138
22.85,0.485262
22.9,0.444474
22.95,0.405142
23,0.36745
23.05,0.331535
23.1,0.297629
23.15,0.265916
23.2,0.236402
23.25,0.209051
23.3,0.183933
23.35,0.161084
23.4,0.140377
23.45,0.12166
23.5,0.104902
23.55,0.0900604
23.6,0.0769411
23.65,0.0653452
23.7,0.0552096
23.75,0.0464715
23.8,0.038931
23.85,0.0323931
23.9,0.0268076
23.95,0.0221316
24,0.0181911
24.05,0.0148206
24.1,0.0120025
24.15,0.00972775
24.2,0.00785683
24.25,0.00625826
24.3,0.00494729
24.35,0.00394628
24.4,0.00314499
24.45,0.00243903
24.5,0.00186836
24.55,0.00147755
24.6,0.00117617
24.65,0.000877322
24.7,0.000636202
24.75,0.00051059
24.8,0.000421371
24.85,0.000291259
24.9,0.000183564
24.95,0.000162848
25,0.000155626
