x,u
14.1,1.83747e-128
14.15,3.29853e-129
14.2,5.8918e-130
14.25,1.04714e-130
14.3,1.85178e-131
14.35,3.25839e-132
14.4,5.70485e-133
14.45,9.93836e-134
14.5,1.72272e-134
14.55,2.97126e-135
14.6,5.09914e-136
14.65,8.70727e-137
14.7,1.47943e-137
14.75,2.50113e-138
14.8,4.20733e-139
14.85,7.04215e-140
14.9,1.17282e-140
14.95,1.94351e-141
15,3.20459e-142
15.05,5.25757e-143
15.1,8.58274e-144
15.15,1.39411e-144
15.2,2.25317e-145
15.25,3.62344e-146
15.3,5.79797e-147
15.35,9.23124e-148
15.4,1.46242e-148
15.45,2.30523e-149
15.5,3.61562e-150
15.55,5.64262e-151
15.6,8.76209e-152
15.65,1.35383e-152
15.7,2.08136e-153
15.75,3.18389e-154
15.8,4.84617e-155
15.85,7.33953e-156
15.9,1.10603e-156
15.95,1.65841e-157
16,2.47427e-158
16.05,3.67308e-159
16.1,5.42553e-160
16.15,7.97411e-161
16.2,1.16614e-161
16.25,1.69687e-162
16.3,2.45683e-163
16.35,3.53939e-164
16.4,5.07355e-165
16.45,7.23641e-166
16.5,1.02698e-166
16.55,1.45021e-167
16.6,2.03765e-168
16.65,2.84875e-169
16.7,3.96286e-170
16.75,5.48519e-171
16.8,7.55444e-172
16.85,1.03524e-172
16.9,0
16.95,0
17,1.38879e-11
17.05,2.28402e-11
17.1,3.73757e-11
17.15,6.08567e-11
17.2,9.85951e-11
17.25,1.58939e-10
17.3,2.54938e-10
17.35,4.06881e-10
17.4,6.46143e-10
17.45,1.02098e-09
17.5,1.60523e-09
17.55,2.51121e-09
17.6,3.90894e-09
17.65,6.05428e-09
17.7,9.33029e-09
17.75,1.43073e-08
17.8,2.18299e-08
17.85,3.31441e-08
17.9,5.00931e-08
17.95,7.55116e-08
18,1.14596e-07
18.05,1.81951e-07
18.1,3.40096e-07
18.15,8.95523e-07
18.2,3.29631e-06
18.25,1.37884e-05
18.3,5.65853e-05
18.35,0.000215538
18.4,0.000748938
18.45,0.00236123
18.5,0.00674273
18.55,0.0174291
18.6,0.0407717
18.65,0.086307
18.7,0.165318
18.75,0.286531
18.8,0.449365
18.85,0.637677
18.9,0.818798
18.95,0.951321
19,1.00012
19.05,0.951396
19.1,0.818953
19.15,0.637925
19.2,0.449723
19.25,0.287024
19.3,0.165981
19.35,0.0871852
19.4,0.0419214
19.45,0.0189221
19.5,0.0086684
19.55,0.00483043
19.6,0.0038977
19.65,0.00420975
19.7,0.00509721
19.75,0.00634272
19.8,0.00790981
19.85,0.00982873
19.9,0.0121553
19.95,0.0149581
20,0.0183156
20.05,0.0223149
20.1,0.0270518
20.15,0.0326308
20.2,0.0391639
20.25,0.0467706
20.3,0.0555762
20.35,0.0657103
20.4,0.0773047
20.45,0.0904914
20.5,0.105399
20.55,0.122151
20.6,0.140858
20.65,0.161621
20.7,0.18452
20.75,0.209611
20.8,0.236928
20.85,0.266468
20.9,0.298197
20.95,0.33204
21,0.367879
21.05,0.405555
21.1,0.444858
21.15,0.485537
21.2,0.527292
21.25,0.569783
21.3,0.612626
21.35,0.655406
21.4,0.697676
21.45,0.738968
21.5,0.778801
21.55,0.816686
21.6,0.852144
21.65,0.884706
21.7,0.913931
21.75,0.939413
21.8,0.960789
21.85,0.977751
21.9,0.99005
21.95,0.997503
22,1
22.05,0.997503
22.1,0.99005
22.15,0.977751
22.2,0.960789
22.25,0.939413
22.3,0.913931
22.35,0.884706
22.4,0.852144
22.45,0.816686
22.5,0.778801
22.55,0.738968
22.6,0.697676
22.65,0.655406
22.7,0.612626
22.75,0.569783
22.8,0.527292
22.85,0.485537
22.9,0.444858
22.95,0.405555
23,0.367879
23.05,0.33204
23.1,0.298197
23.15,0.266468
23.2,0.236928
23.25,0.209611
23.3,0.18452
23.35,0.161621
23.4,0.140858
23.45,0.122151
23.5,0.105399
23.55,0.0904914
23.6,0.0773047
23.65,0.0657103
23.7,0.0555762
23.75,0.0467706
23.8,0.0391639
23.85,0.0326308
23.9,0.0270518
23.95,0.0223149
24,0.0183156
24.05,0.0149581
24.1,0.0121552
24.15,0.00982819
24.2,0.00790705
24.25,0.00632972
24.3,0.00504176
24.35,0.00399585
24.4,0.00315111
24.45,0.00247256
24.5,0.00193045
24.55,0.00149969
24.6,0.00115923
24.65,0.000891594
24.7,0.000682328
24.75,0.000519575
24.8,0.000393669
24.85,0.000296786
24.9,0.00022263
24.95,0.00016617
25,0.00012341
