x,y
0.587785,1.60684
0.588801,1.60656
0.589817,1.60629
0.590831,1.60601
0.591844,1.60573
0.592857,1.60545
0.593868,1.60517
0.594879,1.60488
0.595889,1.60459
0.596897,1.6043
0.597905,1.604
0.598912,1.6037
0.599918,1.60341
0.600922,1.6031
0.601926,1.6028
0.602929,1.60249
0.603931,1.60218
0.604933,1.60187
0.605933,1.60156
0.606932,1.60124
0.60793,1.60092
0.608927,1.6006
0.609924,1.60027
0.610919,1.59995
0.611913,1.59962
0.612907,1.59929
0.613899,1.59895
0.614891,1.59862
0.615881,1.59828
0.616871,1.59794
0.617859,1.59759
0.618847,1.59725
0.619833,1.5969
0.620819,1.59655
0.621804,1.59619
0.622787,1.59584
0.62377,1.59548
0.624752,1.59512
0.625732,1.59475
0.626712,1.59439
0.627691,1.59402
0.628668,1.59365
0.629645,1.59328
0.630621,1.5929
0.631596,1.59253
0.632569,1.59215
0.633542,1.59176
0.634514,1.59138
0.635485,1.59099
0.636454,1.5906
0.637423,1.59021
0.638391,1.58982
0.639358,1.58942
0.640323,1.58902
0.641288,1.58862
0.642252,1.58822
0.643214,1.58781
0.644176,1.5874
0.645137,1.58699
0.646096,1.58658
0.647055,1.58616
0.648013,1.58575
0.648969,1.58533
0.649925,1.58491
0.650879,1.58448
0.651833,1.58405
0.652785,1.58362
0.653737,1.58319
0.654687,1.58276
0.655637,1.58232
0.656585,1.58188
0.657532,1.58144
0.658478,1.581
0.659424,1.58056
0.660368,1.58011
0.661311,1.57966
0.662253,1.57921
0.663194,1.57875
0.664134,1.57829
0.665073,1.57783
0.666011,1.57737
0.666948,1.57691
0.667884,1.57644
0.668819,1.57597
0.669752,1.5755
0.670685,1.57503
0.671616,1.57456
0.672547,1.57408
0.673476,1.5736
0.674405,1.57312
0.675332,1.57263
0.676259,1.57215
0.677184,1.57166
0.678108,1.57117
0.679031,1.57067
0.679953,1.57018
0.680874,1.56968
0.681794,1.56918
0.682712,1.56868
0.68363,1.56817
0.684547,1.56767
0.685462,1.56716
0.686377,1.56665
0.68729,1.56613
0.688202,1.56562
0.689114,1.5651
0.690024,1.56458
0.690933,1.56406
0.691841,1.56353
0.692747,1.56301
0.693653,1.56248
0.694558,1.56195
0.695461,1.56141
0.696364,1.56088
0.697265,1.56034
0.698165,1.5598
0.699065,1.55926
0.699963,1.55872
0.700859,1.55817
0.701755,1.55762
0.70265,1.55707
0.703544,1.55652
0.704436,1.55596
0.705327,1.55541
0.706218,1.55485
0.707107,1.55428
0.707995,1.55372
0.708882,1.55316
0.709767,1.55259
0.710652,1.55202
0.711536,1.55144
0.712418,1.55087
0.713299,1.55029
0.714179,1.54972
0.715058,1.54913
0.715936,1.54855
0.716813,1.54797
0.717689,1.54738
0.718563,1.54679
0.719437,1.5462
0.720309,1.5456
0.72118,1.54501
