x,y
1.73205e-08,1.15479
0.000208912,1.15491
0.000417807,1.15503
0.000626701,1.15514
0.000835596,1.15526
0.00104449,1.15538
0.00125339,1.1555
0.00146228,1.15562
0.00167117,1.15574
0.00188007,1.15585
0.00208896,1.15597
0.00229786,1.15609
0.00250675,1.15621
0.00271565,1.15633
0.00292454,1.15645
0.00313344,1.15656
0.00334233,1.15668
0.00355123,1.1568
0.00376012,1.15692
0.00396902,1.15704
0.00417791,1.15716
0.0043868,1.15728
0.0045957,1.15739
0.00480459,1.15751
0.00501349,1.15763
0.00522238,1.15775
0.00543128,1.15787
0.00564017,1.15799
0.00584907,1.1581
0.00605796,1.15822
0.00626686,1.15834
0.00647575,1.15846
0.00668465,1.15858
0.00689354,1.1587
0.00710243,1.15882
0.00731133,1.15893
0.00752022,1.15905
0.00772912,1.15917
0.00793801,1.15929
0.00814691,1.15941
0.0083558,1.15953
0.0085647,1.15964
0.00877359,1.15976
0.00898249,1.15988
0.00919138,1.16
0.00940028,1.16012
0.00960917,1.16024
0.00981806,1.16035
0.010027,1.16047
0.0102359,1.16059
0.0104447,1.16071
0.0106536,1.16083
0.0108625,1.16095
0.0110714,1.16107
0.0112803,1.16118
0.0114892,1.1613
0.0116981,1.16142
0.011907,1.16154
0.0121159,1.16166
0.0123248,1.16178
0.0125337,1.16189
0.0127426,1.16201
0.0129515,1.16213
0.0131604,1.16225
0.0133693,1.16237
0.0135782,1.16249
0.0137871,1.16261
0.013996,1.16272
0.0142049,1.16284
0.0144137,1.16296
0.0146226,1.16308
0.0148315,1.1632
0.0150404,1.16332
0.0152493,1.16343
0.0154582,1.16355
0.0156671,1.16367
0.015876,1.16379
0.0160849,1.16391
0.0162938,1.16403
0.0165027,1.16414
0.0167116,1.16426
0.0169205,1.16438
0.0171294,1.1645
0.0173383,1.16462
0.0175472,1.16474
0.0177561,1.16486
0.017965,1.16497
0.0181738,1.16509
0.0183827,1.16521
0.0185916,1.16533
0.0188005,1.16545
0.0190094,1.16557
0.0192183,1.16568
0.0194272,1.1658
0.0196361,1.16592
0.019845,1.16604
0.0200539,1.16616
0.0202628,1.16628
0.0204717,1.1664
0.0206806,1.16651
0.0208895,1.16663
0.0210984,1.16675
0.0213073,1.16687
0.0215162,1.16699
0.0217251,1.16711
0.021934,1.16722
0.0221428,1.16734
0.0223517,1.16746
0.0225606,1.16758
0.0227695,1.1677
0.0229784,1.16782
0.0231873,1.16793
0.0233962,1.16805
0.0236051,1.16817
0.023814,1.16829
0.0240229,1.16841
0.0242318,1.16853
0.0244407,1.16865
0.0246496,1.16876
0.0248585,1.16888
0.0250674,1.169
0.0252763,1.16912
0.0254852,1.16924
0.0256941,1.16936
0.025903,1.16947
0.0261118,1.16959
0.0263207,1.16971
0.0265296,1.16983
0.0267385,1.16995
0.0269474,1.17007
0.0271563,1.17018
0.0273652,1.1703
0.0275741,1.17042
0.027783,1.17054
0.0279919,1.17066
0.0282008,1.17078
0.0284097,1.1709
0.0286186,1.17101
0.0288275,1.17113
0.0290364,1.17125
0.0292453,1.17137
0.0294542,1.17149
0.0296631,1.17161
0.0298719,1.17172
0.0300808,1.17184
0.0302897,1.17196
0.0304986,1.17208
0.0307075,1.1722
0.0309164,1.17232
0.0311253,1.17244
0.0313342,1.17255
0.0315431,1.17267
0.031752,1.17279
0.0319609,1.17291
0.0321698,1.17303
0.0323787,1.17315
0.0325876,1.17326
